;Date;Tot_cons;Res_load;Hydro_pumped
1803;Dec 9, 2019;1,556,998.75;774,942.25;36,082.75
1804;Dec 10, 2019;1,588,396;995,905.25;40,612
1805;Dec 11, 2019;1,609,499.5;1,127,925.5;33,702
1806;Dec 12, 2019;1,580,977.75;1,178,315.5;35,258
1807;Dec 13, 2019;1,559,147.25;975,778.25;35,779.5
1808;Dec 14, 2019;1,363,076.75;509,876.25;33,476.5
1809;Dec 15, 2019;1,282,926.25;392,565.5;55,786.75
1810;Dec 16, 2019;1,492,410.5;1,006,313.25;23,997.5
1811;Dec 17, 2019;1,494,127.75;932,629.25;41,353.75
1812;Dec 18, 2019;1,482,764.25;1,029,942;37,497.25
1813;Dec 19, 2019;1,462,555.5;864,666;39,637.25
1814;Dec 20, 2019;1,393,339;714,089.5;39,025.25
1815;Dec 21, 2019;1,225,113.25;756,785.25;36,635
1816;Dec 22, 2019;1,158,955.75;725,930.25;42,019.5
1817;Dec 23, 2019;1,250,633;623,640.75;45,231.5
1818;Dec 24, 2019;1,135,620;649,433;43,075.75
1819;Dec 25, 2019;1,063,906.75;749,970.25;38,850.25
1820;Dec 26, 2019;1,060,166;893,790.5;36,666
1821;Dec 27, 2019;1,171,498.75;1,003,682.5;35,874.25
1822;Dec 28, 2019;1,154,537.75;965,371.75;30,292.75
1823;Dec 29, 2019;1,124,157;728,451.75;33,902.75
1824;Dec 30, 2019;1,247,911.75;528,769;40,809.5
1825;Dec 31, 2019;1,167,075.5;681,369.75;41,933.5
1826;Jan 1, 2020;1,090,497.75;821,880.75;38,857.25
1827;Jan 2, 2020;1,329,185.5;897,088;35,959.25
1828;Jan 3, 2020;1,383,652;587,597.25;46,921.5
1829;Jan 4, 2020;1,304,336.75;488,660;34,864.5
1830;Jan 5, 2020;1,186,738.5;844,286.75;27,241.5
1831;Jan 6, 2020;1,386,468.75;953,659;37,588.75
1832;Jan 7, 2020;1,533,266;1,027,985.5;39,579
1833;Jan 8, 2020;1,569,440.5;984,506.5;36,459.75
1834;Jan 9, 2020;1,541,835;987,349;29,939.5
1835;Jan 10, 2020;1,522,750.5;880,800.75;37,749.25
1836;Jan 11, 2020;1,328,328.25;774,834.5;27,918.5
1837;Jan 12, 2020;1,290,395.5;472,964.25;32,576.25
1838;Jan 13, 2020;1,536,658.5;1,051,393.75;34,135.75
1839;Jan 14, 2020;1,616,372.75;664,165.25;41,330.25
1840;Jan 15, 2020;1,585,224.5;674,799.25;39,004.25
1841;Jan 16, 2020;1,544,507.25;1,020,559.5;41,816.75
1842;Jan 17, 2020;1,545,440.75;915,076.5;39,859
1843;Jan 18, 2020;1,342,561;789,374.75;34,198.75
1844;Jan 19, 2020;1,228,622.75;916,427.25;28,502.75
1845;Jan 20, 2020;1,527,694.75;1,264,793;37,836.25
1846;Jan 21, 2020;1,593,448.25;1,163,297.5;29,130.75
1847;Jan 22, 2020;1,595,170.5;1,324,684;40,556.5
1848;Jan 23, 2020;1,586,250.5;1,447,621.5;37,257
1849;Jan 24, 2020;1,567,954;1,320,627.75;37,383.75
1850;Jan 25, 2020;1,356,084.75;1,155,602;20,165.25
1851;Jan 26, 2020;1,233,231.75;966,475;24,070.75
1852;Jan 27, 2020;1,547,982.5;955,474;49,575.5
1853;Jan 28, 2020;1,604,947.5;769,303.25;41,670.75
1854;Jan 29, 2020;1,646,024;767,421;40,183.75
1855;Jan 30, 2020;1,614,770.25;736,248.75;44,395.75
1856;Jan 31, 2020;1,565,505.75;635,491;45,409.25
1857;Feb 1, 2020;1,364,702.75;420,580;54,267
1858;Feb 2, 2020;1,251,985;649,908.75;44,174.25
1859;Feb 3, 2020;1,529,076;848,925.5;42,349.5
1860;Feb 4, 2020;1,605,466.25;874,365.5;39,571.5
1861;Feb 5, 2020;1,578,123;1,112,617.25;35,917.5
1862;Feb 6, 2020;1,583,429.75;1,220,468.75;38,438.5
1863;Feb 7, 2020;1,522,651.25;1,220,949.75;41,594
1864;Feb 8, 2020;1,332,553.5;806,416;28,815
1865;Feb 9, 2020;1,285,373.75;376,338.75;45,301.5
1866;Feb 10, 2020;1,586,651.75;572,322.75;47,564
1867;Feb 11, 2020;1,644,974.25;563,633.5;44,451.5
1868;Feb 12, 2020;1,636,201.25;634,085.25;40,270
1869;Feb 13, 2020;1,614,076.75;977,720.5;43,388.5
1870;Feb 14, 2020;1,521,436.75;1,210,750.75;38,845.25
1871;Feb 15, 2020;1,333,257.75;565,028.5;36,156.75
1872;Feb 16, 2020;1,287,770.25;308,350.5;41,184.25
1873;Feb 17, 2020;1,549,141.75;646,556.75;45,041.5
1874;Feb 18, 2020;1,598,427;607,318.75;45,026
1875;Feb 19, 2020;1,580,294;714,046.75;42,725.5
1876;Feb 20, 2020;1,558,622.5;774,226.25;31,784.75
1877;Feb 21, 2020;1,543,946.25;586,202.5;44,773
1878;Feb 22, 2020;1,366,747.75;300,712.5;47,103.25
1879;Feb 23, 2020;1,256,545.5;361,589.25;45,711
1880;Feb 24, 2020;1,474,947.75;777,662.75;40,979
1881;Feb 25, 2020;1,540,301;632,626;46,758
1882;Feb 26, 2020;1,537,354.25;1,024,118.25;34,263.5
1883;Feb 27, 2020;1,547,972.75;1,179,243.5;45,992.5
1884;Feb 28, 2020;1,533,381.25;821,836.25;41,373.25
1885;Feb 29, 2020;1,344,079.5;412,952;31,878
1886;Mar 1, 2020;1,229,872;391,824.5;47,084.25
1887;Mar 2, 2020;1,477,256.25;1,090,077.5;36,861.25
1888;Mar 3, 2020;1,501,053;1,152,591;41,163.75
1889;Mar 4, 2020;1,507,721.25;1,193,119.25;41,921
1890;Mar 5, 2020;1,515,498.75;1,111,701.25;37,956.25
1891;Mar 6, 2020;1,525,019.75;935,820.5;40,752.5
1892;Mar 7, 2020;1,293,525.25;823,406.5;33,951
1893;Mar 8, 2020;1,225,534.25;518,255.75;52,743
1894;Mar 9, 2020;1,453,009.5;1,040,854;34,956.5
1895;Mar 10, 2020;1,601,845.25;650,519.25;37,969
1896;Mar 11, 2020;1,553,471.5;720,710.5;45,658.75
1897;Mar 12, 2020;1,565,427;531,749.25;53,632.5
1898;Mar 13, 2020;1,536,510.25;616,671;50,994
1899;Mar 14, 2020;1,253,785.5;859,838;20,893.5
1900;Mar 15, 2020;1,216,708;422,695.25;42,963.5
1901;Mar 16, 2020;1,416,398.5;1,021,417.5;34,645.75
1902;Mar 17, 2020;1,445,357.25;1,034,819.25;38,390
1903;Mar 18, 2020;1,444,697.5;899,609.75;39,760
1904;Mar 19, 2020;1,388,774.75;1,177,502.5;39,309
1905;Mar 20, 2020;1,367,123.75;1,018,351;25,678.75
1906;Mar 21, 2020;1,253,255.25;485,491;40,422.75
1907;Mar 22, 2020;1,176,140.5;378,054.25;46,602
1908;Mar 23, 2020;1,384,538;663,851;46,877.25
1909;Mar 24, 2020;1,390,044.25;733,905.25;39,216.25
1910;Mar 25, 2020;1,384,876.75;725,984.5;44,157.25
1911;Mar 26, 2020;1,367,387.75;721,539.5;37,069.5
1912;Mar 27, 2020;1,327,212.5;714,931.75;37,545.75
1913;Mar 28, 2020;1,168,314.5;574,168.5;45,519.5
1914;Mar 29, 2020;1,131,082.5;419,456.25;38,676.75
1915;Mar 30, 2020;1,344,002.75;868,760;34,558.25
1916;Mar 31, 2020;1,351,019;1,029,239.25;45,445
1917;Apr 1, 2020;1,389,877;879,214.25;46,609
1918;Apr 2, 2020;1,384,999.25;725,811;31,732.75
1919;Apr 3, 2020;1,371,380.75;776,748.25;42,898.25
1920;Apr 4, 2020;1,142,390.75;775,758;46,135.5
1921;Apr 5, 2020;1,095,891.25;360,422.75;45,964.5
1922;Apr 6, 2020;1,289,420.5;647,561.5;50,866.25
1923;Apr 7, 2020;1,287,421;897,984.25;52,048
1924;Apr 8, 2020;1,268,423.25;883,127;42,905.25
1925;Apr 9, 2020;1,257,562.5;883,629.5;49,861
1926;Apr 10, 2020;1,035,387;710,685;39,391.25
1927;Apr 11, 2020;1,040,559;719,782.25;48,347.75
1928;Apr 12, 2020;989,980;607,195;42,412.25
1929;Apr 13, 2020;1,045,570;330,804.25;47,895.25
1930;Apr 14, 2020;1,250,323.75;713,126.75;55,325
1931;Apr 15, 2020;1,286,117.5;724,554.5;44,582.5
1932;Apr 16, 2020;1,283,078.25;885,590;50,384.25
1933;Apr 17, 2020;1,239,522.5;917,565.25;51,658.25
1934;Apr 18, 2020;1,091,603.25;674,291;42,745.5
1935;Apr 19, 2020;1,051,298.75;422,319.75;50,862
1936;Apr 20, 2020;1,290,292.25;401,575;61,804.25
1937;Apr 21, 2020;1,335,448;347,529.75;59,344
1938;Apr 22, 2020;1,315,453.75;485,607.5;51,851.25
1939;Apr 23, 2020;1,281,030;867,972.75;55,166
1940;Apr 24, 2020;1,259,882.5;710,229.25;48,036
1941;Apr 25, 2020;1,107,875.5;685,359.75;45,692.75
1942;Apr 26, 2020;1,025,635.5;744,892.75;35,724.75
1943;Apr 27, 2020;1,241,718.75;927,618.5;49,642.75
1944;Apr 28, 2020;1,280,053.75;1,004,336.25;34,058.75
1945;Apr 29, 2020;1,297,323.5;980,321.25;39,721.25
1946;Apr 30, 2020;1,289,382.5;727,370.5;54,061.25
1947;May 1, 2020;1,053,975.75;502,736.75;38,918.25
1948;May 2, 2020;1,074,529.5;583,738.25;51,174.75
1949;May 3, 2020;1,020,736.75;699,472.5;44,213
1950;May 4, 2020;1,269,074;957,359.75;39,767.5
1951;May 5, 2020;1,311,235;872,572.5;37,211.75
1952;May 6, 2020;1,308,255.25;809,062.25;43,041.25
1953;May 7, 2020;1,290,654.75;897,632.25;40,620.5
1954;May 8, 2020;1,244,479;924,522.25;50,162.75
1955;May 9, 2020;1,074,073;801,457;35,639.75
1956;May 10, 2020;1,018,154;605,952.75;30,274.5
1957;May 11, 2020;1,340,542.75;620,811;42,851
1958;May 12, 2020;1,334,331;826,378.25;28,410.25
1959;May 13, 2020;1,310,532.75;989,823.25;33,138.75
1960;May 14, 2020;1,311,900.75;930,877;36,411
1961;May 15, 2020;1,304,613.75;823,970.25;39,275
1962;May 16, 2020;1,128,912.25;596,913;44,557.25
1963;May 17, 2020;1,051,365.5;481,614.75;41,248.25
1964;May 18, 2020;1,283,279.5;754,060.5;38,993.75
1965;May 19, 2020;1,308,736.75;888,618.5;36,304.75
1966;May 20, 2020;1,249,323;1,027,717.5;43,387.5
1967;May 21, 2020;1,020,026.25;691,928.5;45,565
1968;May 22, 2020;1,157,846.5;686,135.75;44,409.5
1969;May 23, 2020;1,109,886.5;561,559.75;38,038.25
1970;May 24, 2020;1,056,430.5;363,489.75;51,579
1971;May 25, 2020;1,294,088;729,379.75;38,270.75
1972;May 26, 2020;1,279,348;1,007,831;43,593.5
1973;May 27, 2020;1,297,417.25;912,019.5;42,253
1974;May 28, 2020;1,295,629.75;796,208.5;35,545.75
1975;May 29, 2020;1,235,247.25;847,331;31,710.5
1976;May 30, 2020;1,076,472.25;604,963.25;38,602.75
1977;May 31, 2020;998,211.25;455,212.75;50,657
1978;Jun 1, 2020;984,201.5;435,045.75;35,746
1979;Jun 2, 2020;1,254,466;867,007.5;34,886.25
1980;Jun 3, 2020;1,295,304.75;893,429;39,824
1981;Jun 4, 2020;1,331,891;998,275;36,494
1982;Jun 5, 2020;1,309,912.25;730,325.5;35,333
1983;Jun 6, 2020;1,146,271;461,028.5;45,848.5
1984;Jun 7, 2020;1,037,575.5;637,308;34,333.5
1985;Jun 8, 2020;1,257,324;1,020,133;28,602.5
1986;Jun 9, 2020;1,294,297.25;1,078,231.75;28,652.25
1987;Jun 10, 2020;1,290,867.75;1,045,369;27,268.5
1988;Jun 11, 2020;1,138,545.5;783,065.75;27,280.75
1989;Jun 12, 2020;1,191,357;666,656.75;33,069
1990;Jun 13, 2020;1,101,344.5;582,375.5;31,205
1991;Jun 14, 2020;1,046,254.5;679,385.25;32,288.75
1992;Jun 15, 2020;1,264,922.75;978,692;26,038.25
1993;Jun 16, 2020;1,299,620.5;1,108,329.25;23,268.5
1994;Jun 17, 2020;1,302,139;1,031,926.75;28,338
1995;Jun 18, 2020;1,308,945;991,779.25;22,435
1996;Jun 19, 2020;1,260,279.75;968,634.25;23,814.5
1997;Jun 20, 2020;1,096,978.75;676,268.25;25,043.75
1998;Jun 21, 2020;1,010,243;667,182.75;29,948.5
1999;Jun 22, 2020;1,277,173.25;904,959;25,344.25
2000;Jun 23, 2020;1,305,148.25;944,293.5;29,049
2001;Jun 24, 2020;1,297,618;893,039.5;24,971
2002;Jun 25, 2020;1,319,342.75;843,100.5;22,075.5
2003;Jun 26, 2020;1,277,260.5;844,220;28,303.75
2004;Jun 27, 2020;1,098,967;706,835.75;22,993.25
2005;Jun 28, 2020;1,024,788;553,383.75;32,270.5
2006;Jun 29, 2020;1,278,578.75;755,010.75;34,318.5
2007;Jun 30, 2020;1,345,564.25;594,726.25;33,659.5
2008;Jul 1, 2020;1,343,787.75;816,038.75;30,824
2009;Jul 2, 2020;1,326,449;968,606.75;29,845.5
2010;Jul 3, 2020;1,273,480.25;829,805;32,326.25
2011;Jul 4, 2020;1,146,696.75;339,043.5;46,020.75
2012;Jul 5, 2020;1,092,082.25;281,292;42,876.5
2013;Jul 6, 2020;1,350,094.5;469,143.75;41,619.75
2014;Jul 7, 2020;1,348,948.5;813,920.75;37,398.75
2015;Jul 8, 2020;1,341,769;1,060,364.5;32,026.75
2016;Jul 9, 2020;1,342,404.25;1,010,757;34,990.5
2017;Jul 10, 2020;1,305,504.75;783,552.5;37,502
2018;Jul 11, 2020;1,106,831.75;716,841;31,635.75
2019;Jul 12, 2020;1,008,932.75;640,164.25;38,114
2020;Jul 13, 2020;1,253,498.25;915,121.75;28,123
2021;Jul 14, 2020;1,306,176.75;981,465.75;22,325.25
2022;Jul 15, 2020;1,321,229.75;1,137,831.5;33,849.5
2023;Jul 16, 2020;1,324,149.5;1,163,317;29,382.75
2024;Jul 17, 2020;1,268,278.75;1,039,079.25;31,735.25
2025;Jul 18, 2020;1,065,356.75;816,572.75;28,933.75
2026;Jul 19, 2020;987,707.75;691,604.25;41,207.5
2027;Jul 20, 2020;1,258,923;890,666;22,236.75
2028;Jul 21, 2020;1,292,064.25;899,232.25;29,970
2029;Jul 22, 2020;1,300,019.25;968,028.5;24,290.5
2030;Jul 23, 2020;1,284,342.25;952,537.5;31,721
2031;Jul 24, 2020;1,276,307.75;841,556.5;39,578.5
2032;Jul 25, 2020;1,070,527;736,527.75;26,475.25
2033;Jul 26, 2020;1,013,541.75;514,960.25;40,058.75
2034;Jul 27, 2020;1,246,314;847,133.25;35,038
2035;Jul 28, 2020;1,336,843.5;596,097;42,967.5
2036;Jul 29, 2020;1,315,511.75;658,894.75;38,275.75
2037;Jul 30, 2020;1,291,804.25;880,695.25;43,134.5
2038;Jul 31, 2020;1,256,594.25;906,314.5;38,816.75
2039;Aug 1, 2020;1,103,753.5;662,369;41,283.75
2040;Aug 2, 2020;1,012,595;764,699.25;32,804.5
2041;Aug 3, 2020;1,238,505.5;1,015,952.5;37,626.75
2042;Aug 4, 2020;1,260,023.25;1,021,233.25;30,467
2043;Aug 5, 2020;1,281,377.25;804,394.5;43,759.75
2044;Aug 6, 2020;1,281,133.5;898,423.75;42,433
2045;Aug 7, 2020;1,269,533.75;941,374.5;43,305.5
2046;Aug 8, 2020;1,106,628.75;806,707.5;34,239.25
2047;Aug 9, 2020;1,035,966;691,915.25;35,440.5
2048;Aug 10, 2020;1,319,017.25;917,902;38,994.75
2049;Aug 11, 2020;1,383,396;867,760.25;42,160.25
2050;Aug 12, 2020;1,369,744;847,143.75;41,097.75
2051;Aug 13, 2020;1,361,549.25;997,581.5;38,691
2052;Aug 14, 2020;1,311,818;1,081,541.5;39,680.25
2053;Aug 15, 2020;1,095,809.75;872,161.25;31,118.25
2054;Aug 16, 2020;1,037,848;686,360;41,170.25
2055;Aug 17, 2020;1,306,532.75;1,038,444.25;26,884
2056;Aug 18, 2020;1,327,285.5;1,076,385.25;41,175
2057;Aug 19, 2020;1,321,148.5;1,043,362.25;36,573.5
2058;Aug 20, 2020;1,347,000;957,660.5;38,135.5
2059;Aug 21, 2020;1,350,553.5;807,980.75;38,152.5
2060;Aug 22, 2020;1,146,892.25;593,114.5;33,748.25
2061;Aug 23, 2020;1,063,843.5;438,651.5;38,554.75
2062;Aug 24, 2020;1,297,230.5;922,058;30,585.25
2063;Aug 25, 2020;1,341,650;894,666.5;24,110.5
2064;Aug 26, 2020;1,421,388.25;362,511;50,809
2065;Aug 27, 2020;1,356,990.25;856,865.25;28,229.5
2066;Aug 28, 2020;1,312,625;854,477;36,483.25
2067;Aug 29, 2020;1,110,745.25;776,188.25;45,012
2068;Aug 30, 2020;1,025,637.5;786,120.5;35,300.25
2069;Aug 31, 2020;1,307,669.5;1,061,553;31,036.25
2070;Sep 1, 2020;1,341,915;1,123,844;31,722
2071;Sep 2, 2020;1,347,542.25;1,117,548;35,925.75
2072;Sep 3, 2020;1,360,295.25;879,798.25;30,435
2073;Sep 4, 2020;1,330,948.5;869,357;37,964
2074;Sep 5, 2020;1,129,940.75;723,710;29,863.25
2075;Sep 6, 2020;1,047,115;715,546.75;35,872
2076;Sep 7, 2020;1,310,426.5;994,593.75;31,433.75
2077;Sep 8, 2020;1,387,220.25;840,937.75;37,894
2078;Sep 9, 2020;1,395,876;865,296.25;38,963.75
2079;Sep 10, 2020;1,372,406.5;1,055,708;33,959.75
2080;Sep 11, 2020;1,314,589.25;1,009,027.75;36,454.25
2081;Sep 12, 2020;1,155,780.75;639,855.25;35,449.5
2082;Sep 13, 2020;1,059,578.5;586,677.25;41,533
2083;Sep 14, 2020;1,319,987.25;1,026,243;31,132.75
2084;Sep 15, 2020;1,368,542.25;1,103,608.75;39,594.25
2085;Sep 16, 2020;1,395,941.75;1,014,612.75;34,538.25
2086;Sep 17, 2020;1,380,957.75;897,950.5;33,260
2087;Sep 18, 2020;1,324,497;864,262.5;44,418
2088;Sep 19, 2020;1,125,720.25;677,108.25;29,943.25
2089;Sep 20, 2020;1,034,706.25;667,804.25;31,894.25
2090;Sep 21, 2020;1,311,192.25;1,064,830.75;31,632.75
2091;Sep 22, 2020;1,356,303;1,144,243.75;32,923.5
2092;Sep 23, 2020;1,369,945.75;1,038,160;35,268
2093;Sep 24, 2020;1,385,763;736,130.5;48,020.75
2094;Sep 25, 2020;1,350,718.25;962,962.75;42,073.5
2095;Sep 26, 2020;1,188,984.25;786,028.25;35,687.25
2096;Sep 27, 2020;1,090,950.5;775,170.75;39,070
2097;Sep 28, 2020;1,350,140.75;1,159,918;36,181.5
2098;Sep 29, 2020;1,386,296;1,222,364.5;36,935.25
2099;Sep 30, 2020;1,381,783;1,160,631;32,089.25
2100;Oct 1, 2020;1,409,688.25;953,031;37,274
2101;Oct 2, 2020;1,398,224.25;860,959.5;34,505
2102;Oct 3, 2020;1,171,258;515,332;42,416.25
2103;Oct 4, 2020;1,125,177.5;439,136.25;50,704
2104;Oct 5, 2020;1,413,087.25;830,139.75;40,338.5
2105;Oct 6, 2020;1,480,390.25;800,524;45,044.5
2106;Oct 7, 2020;1,459,503;898,102.5;38,913.25
2107;Oct 8, 2020;1,496,130.75;710,782.25;43,687.5
2108;Oct 9, 2020;1,407,488.25;1,008,530.75;36,160
2109;Oct 10, 2020;1,223,043.25;743,273.75;34,512
2110;Oct 11, 2020;1,141,834;732,406.5;43,394.75
2111;Oct 12, 2020;1,394,963;1,209,985;36,924.25
2112;Oct 13, 2020;1,425,256.5;1,185,810;35,863.5
2113;Oct 14, 2020;1,505,438.25;846,604.5;34,171
2114;Oct 15, 2020;1,498,491.25;1,044,390.5;39,059.75
2115;Oct 16, 2020;1,417,979.75;1,211,300.5;32,934.25
2116;Oct 17, 2020;1,200,403.5;1,089,377;19,915.25
2117;Oct 18, 2020;1,165,353.75;724,100.75;46,601.25
2118;Oct 19, 2020;1,409,662;1,149,834;35,239.5
2119;Oct 20, 2020;1,472,688;896,084.75;34,753.75
2120;Oct 21, 2020;1,485,468;837,032;41,953.75
2121;Oct 22, 2020;1,488,301;739,723.75;39,621.5
2122;Oct 23, 2020;1,432,589;1,073,118.5;40,892.5
2123;Oct 24, 2020;1,249,456.75;634,047.5;33,425.5
2124;Oct 25, 2020;1,226,032.25;521,206.5;46,826.75
2125;Oct 26, 2020;1,432,930.25;1,039,939;41,094.25
2126;Oct 27, 2020;1,497,757.75;805,199.75;38,844.5
2127;Oct 28, 2020;1,511,110.5;774,711.25;41,436.25
2128;Oct 29, 2020;1,516,210.5;790,436.5;38,974.5
2129;Oct 30, 2020;1,458,663.25;797,645;38,523
2130;Oct 31, 2020;1,188,818.25;792,135;26,161.75
2131;Nov 1, 2020;1,178,238.25;547,368.5;41,517.5
2132;Nov 2, 2020;1,476,811;565,263.5;50,048.75
2133;Nov 3, 2020;1,477,590;937,334.75;38,360
2134;Nov 4, 2020;1,498,637;1,048,386.25;41,532.75
2135;Nov 5, 2020;1,503,866.25;1,073,617.5;36,234.75
2136;Nov 6, 2020;1,447,707.5;1,205,325.5;32,235.25
2137;Nov 7, 2020;1,229,779.5;991,630.75;35,741.25
2138;Nov 8, 2020;1,141,907;956,177.25;34,366.75
2139;Nov 9, 2020;1,424,529;1,271,404.5;33,499
2140;Nov 10, 2020;1,472,848.5;1,357,785.5;32,105.25
2141;Nov 11, 2020;1,480,368.25;1,389,813.75;30,428.25
2142;Nov 12, 2020;1,496,242.25;1,107,836.25;30,653.5
2143;Nov 13, 2020;1,453,213.5;1,084,551.25;25,508.25
2144;Nov 14, 2020;1,234,979.25;833,862;14,043.5
2145;Nov 15, 2020;1,202,143.75;406,636.25;39,822.75
2146;Nov 16, 2020;1,487,041.25;757,351.25;30,097.25
2147;Nov 17, 2020;1,529,711.25;894,547.75;31,125.25
2148;Nov 18, 2020;1,502,416;890,192.5;29,065
2149;Nov 19, 2020;1,559,181;747,014;32,298.25
2150;Nov 20, 2020;1,494,504.5;1,101,793.25;32,295.5
2151;Nov 21, 2020;1,337,986;610,791;18,656
2152;Nov 22, 2020;1,258,010;614,946.75;35,423.5
2153;Nov 23, 2020;1,523,189;1,015,104.75;29,985
2154;Nov 24, 2020;1,564,436.25;1,133,871;27,537.75
2155;Nov 25, 2020;1,553,000;1,219,533;33,375.25
2156;Nov 26, 2020;1,549,725.5;1,343,686.75;36,594
2157;Nov 27, 2020;1,498,240;1,405,341.5;34,941
2158;Nov 28, 2020;1,321,349;1,123,169.25;20,750.75
2159;Nov 29, 2020;1,244,180.75;1,094,865;35,743.75
2160;Nov 30, 2020;1,552,409.75;1,223,915.5;37,702
2161;Dec 1, 2020;1,567,874.75;1,370,665;31,378
2162;Dec 2, 2020;1,566,434.75;1,450,635.75;39,527.25
2163;Dec 3, 2020;1,634,992.25;1,149,376.5;37,498.75
2164;Dec 4, 2020;1,588,255;988,825.75;36,647
2165;Dec 5, 2020;1,331,035.5;1,067,470.25;33,215.75
2166;Dec 6, 2020;1,256,402.75;1,008,796.75;31,760.5
2167;Dec 7, 2020;1,566,899;1,188,545;27,779.25
2168;Dec 8, 2020;1,548,663.75;1,367,234.25;33,298.5
2169;Dec 9, 2020;1,573,576;1,455,941;36,858
2170;Dec 10, 2020;1,573,411.5;1,486,443;39,968
2171;Dec 11, 2020;1,577,781;1,156,580;35,144.75
2172;Dec 12, 2020;1,342,303.75;1,105,867.25;39,917.5
2173;Dec 13, 2020;1,224,632.75;1,052,038;31,189.75
2174;Dec 14, 2020;1,518,152.5;960,676.75;35,697.75
2175;Dec 15, 2020;1,540,498;1,205,002.75;34,785.25
2176;Dec 16, 2020;1,506,350;1,211,282.75;41,240.25
2177;Dec 17, 2020;1,518,737.75;948,853.25;37,697.75
2178;Dec 18, 2020;1,458,967;924,100;37,064.5
2179;Dec 19, 2020;1,286,676.25;676,928.25;28,154.5
2180;Dec 20, 2020;1,193,557;767,710;34,065.75
2181;Dec 21, 2020;1,370,006.75;789,702.75;36,667
2182;Dec 22, 2020;1,386,090.25;649,611;46,511
2183;Dec 23, 2020;1,274,124.25;971,677.25;36,149.75
2184;Dec 24, 2020;1,160,794.75;599,383.75;38,457.75
2185;Dec 25, 2020;1,095,818;820,631.25;43,206.25
2186;Dec 26, 2020;1,138,642.25;553,943;23,503.25
2187;Dec 27, 2020;1,235,194;309,275.25;42,486.25
2188;Dec 28, 2020;1,241,712;908,383;31,494.75
2189;Dec 29, 2020;1,243,326;902,978.75;37,599.75
2190;Dec 30, 2020;1,262,994;761,059.75;34,919.75
2191;Dec 31, 2020;1,178,040.5;826,155.5;47,103.75
